topic,lesson,chin_simple,chin_traditional,pinyin,english
"Environment
","Lesson - 5
",垃,NA,lā,see 垃圾 / Taiwan pr. [le4]
"Environment
","Lesson - 5
",圾,NA,jī,see 垃圾 / Taiwan pr. [se4]
"Work
","Lesson - 1
",先生,NA,"Xiān sheng 

xiān sheng","Mister (Mr.)

teacher / husband / doctor (dialect) / CL: 位"
"Work
","Lesson - 1
",小姐,NA,xiǎo jie,"young lady / miss / (slang) prostitute / CL: 個｜个, 位"
"Work
","Lesson - 1
",经理,經理,jīng lǐ,"manager / director / CL: 個｜个, 位, 名"
"Work
","Lesson - 1
",同事,NA,tóng shì,"colleague / co-worker / CL: 個｜个, 位"
"Work
","Lesson - 2
",突然,NA,tū rán,sudden / abrupt / unexpected
"Work
","Lesson - 2
",重要,NA,zhòng yào,important / significant / major
"Work
","Lesson - 2
",会议,會議,huì yì,"meeting / conference / CL: 場｜场, 屆｜届"
"Work
","Lesson - 2
",突,NA,tū,to dash / to move forward quickly / to bulge / to protrude / to break through / to rush out / sudden / Taiwan pr. [tu2]
"Work
","Lesson - 2
",重,NA,"chóng 

zhòng","to repeat / repetition / again / re- / classifier: layer

heavy / serious / to attach importance to"
"Work
","Lesson - 2
",议,議,yì,to comment on / to discuss / to suggest
"Work
","Lesson - 2
",忘,NA,wàng,to forget / to overlook / to neglect
"Work
","Lesson - 3
",解决,解決,jiě jué,to settle (a dispute) / to resolve / to solve / to dispose of / to dispatch
"Work
","Lesson - 3
",办法,辦法,bàn fǎ,"means / method / way (of doing sth) / CL: 條｜条, 個｜个"
"Work
","Lesson - 3
",相信,NA,xiāng xìn,to be convinced (that sth is true) / to believe / to accept sth as true
"Work
","Lesson - 3
",决,決,jué,to decide / to determine / to execute (sb) / (of a dam etc) to breach or burst / definitely / certainly
"Work
","Lesson - 3
",法,NA,"Fǎ 

fǎ","France / French / abbr. for 法國｜法国 / Taiwan pr. [Fa4]

law / method / way / Buddhist teaching / Legalist"
"Work
","Lesson - 3
",相,NA,"Xiāng 

xiāng 

xiàng","surname Xiang

each other / one another / mutually

appearance / portrait / picture / government minister / (physics) phase / (literary) to appraise (esp. by scrutinizing physical features) / to read sb's fortune (by physiognomy, palmistry etc)"
"Work
","Lesson - 3
",解,NA,"Xiè 

jiě 

jiè 

xiè","surname Xie

to divide / to break up / to split / to separate / to dissolve / to solve / to melt / to remove / to untie / to loosen / to open / to emancipate / to explain / to understand / to know / a solution / a dissection

to transport under guard

acrobatic display (esp. on horseback) (old) / variant of 懈 and 邂 (old)"
"Culture
","Lesson - 1
",界,NA,jiè,boundary / scope / extent / circles / group / kingdom (taxonomy)
"Culture
","Lesson - 1
",河,NA,hé,"river / CL: 條｜条, 道"
"Culture
","Lesson - 1
",世,NA,"Shì 

shì","surname Shi

life / age / generation / era / world / lifetime / epoch / descendant / noble"
"Culture
","Lesson - 1
",黄河,黃河,Huáng Hé,Yellow River or Huang He
"Culture
","Lesson - 1
",动物,動物,dòng wù,"animal / CL: 隻｜只, 群, 個｜个"
"Culture
","Lesson - 1
",有名,NA,yǒu míng,famous / well-known
"Culture
","Lesson - 1
",世界,NA,shì jiè,world / CL: 個｜个
"Culture
","Lesson - 1
",长江,長江,Cháng Jiāng,"Yangtze River, or Chang Jiang"
"Culture
","Lesson - 1
",江,NA,"Jiāng 

jiāng","surname Jiang

river / CL: 條｜条, 道"
"Culture
","Lesson - 2
",多么,多麼,duō me,how (wonderful etc) / what (a great idea etc) / however (difficult it may be etc) / (in interrogative sentences) how (much etc) / to what extent
"Culture
","Lesson - 2
",熊猫,熊貓,xióng māo,panda / CL: 隻｜只
"Culture
","Lesson - 2
",西安,NA,Xī ān,"Xi'an, sub-provincial city and capital of Shaanxi 陝西省｜陕西省 in northwest China / see 西安區｜西安区"
"Culture
","Lesson - 2
",啊,NA,"ā 

á 

ǎ 

à 

a","interjection of surprise / Ah! / Oh!

interjection expressing doubt or requiring answer / Eh? / what?

interjection of surprise or doubt / Eh? / My! / what's up?

interjection or grunt of agreement / uhm / Ah, OK / expression of recognition / Oh, it's you!

modal particle ending sentence, showing affirmation, approval, or consent"
"Culture
","Lesson - 2
",熊,NA,"Xióng 

xióng","surname Xiong

bear / to scold / to rebuke / brilliant light / to shine brightly"
"Culture
","Lesson - 2
",长城,長城,Cháng chéng,the Great Wall
"Culture
","Lesson - 2
",故宫,故宮,"Gù gōng 

gù gōng","the Forbidden City / abbr. for 故宮博物院｜故宫博物院

former imperial palace"
"Culture
","Lesson - 2
",宫,宮,"Gōng 

gōng","surname Gong

palace / temple / castration (as corporal punishment) / first note in pentatonic scale"
"Hobbies 3
","Lesson - 1
",山,NA,"Shān 

shān","surname Shan

mountain / hill / anything that resembles a mountain / CL: 座 / bundled straw in which silkworms spin cocoons / gable"
"Hobbies 3
","Lesson - 1
",者,NA,zhě,"(after a verb or adjective) one who (is) ... / (after a noun) person involved in ... / -er / -ist / (used after a number or 後｜后 or 前 to refer to sth mentioned previously) / (used after a term, to mark a pause before defining the term) / (old) (used at the end of a command) / (old) this"
"Hobbies 3
","Lesson - 1
",爬,NA,pá,to crawl / to climb / to get up or sit up
"Hobbies 3
","Lesson - 1
",或,NA,huò,maybe / perhaps / might / possibly / or
"Hobbies 3
","Lesson - 1
",自行车,自行車,zì xíng chē,bicycle / bike / CL: 輛｜辆
"Hobbies 3
","Lesson - 1
",或者,NA,huò zhě,or / possibly / maybe / perhaps
"Hobbies 3
","Lesson - 1
",爬山,NA,pá shān,to climb a mountain / to mountaineer / hiking / mountaineering
"Hobbies 3
","Lesson - 1
",功夫,NA,gōng fu,skill / art / kung fu / labor / effort
"Hobbies 3
","Lesson - 1
",功,NA,gōng,meritorious deed or service / achievement / result / service / accomplishment / work (physics)
"Hobbies 3
","Lesson - 2
",对,對,duì,right / correct / couple / pair / towards / at / for / to face / opposite / to treat (sb a certain way) / to match together / to adjust / to fit / to suit / to answer / to reply / classifier: couple
"Hobbies 3
","Lesson - 2
",文化,NA,wén huà,"culture / civilization / cultural / CL: 個｜个, 種｜种"
"Hobbies 3
","Lesson - 2
",历史,歷史,lì shǐ,"history / CL: 門｜门, 段"
"Hobbies 3
","Lesson - 2
",兴趣,興趣,xìng qù,interest (desire to know about sth) / interest (thing in which one is interested) / hobby / CL: 個｜个
"Hobbies 3
","Lesson - 2
",感兴趣,感興趣,gǎn xìng qù,to be interested
"Hobbies 3
","Lesson - 2
",历,曆,"lì 

lì","calendar

to experience / to undergo / to pass through / all / each / every / history"
"Hobbies 3
","Lesson - 2
",趣,NA,qù,interesting / to interest
"Hobbies 3
","Lesson - 2
",史,NA,"Shǐ 

shǐ","surname Shi

history / annals / title of an official historian in ancient China"
"Hobbies 3
","Lesson - 3
",为了,為了,wèi le,in order to / for the purpose of / so as to
"Hobbies 3
","Lesson - 3
",特别,特別,tè bié,especially / special / particular / unusual
"Hobbies 3
","Lesson - 3
",了解,NA,"liǎo jiě 

liǎo jiě","to understand / to realize / to find out

to understand / to realize / to find out"
"Hobbies 3
","Lesson - 3
",麻将,麻將,má jiàng,mahjong / CL: 副
"Hobbies 3
","Lesson - 3
",特,NA,tè,special / unique / distinguished / especially / unusual / very
"Hobbies 3
","Lesson - 3
",麻,NA,"Má 

má","surname Ma

generic name for hemp, flax etc / hemp or flax fiber for textile materials / sesame / CL: 縷｜缕 / (of materials) rough or coarse / pocked / pitted / to have pins and needles or tingling / to feel numb"
"Hobbies 3
","Lesson - 3
",将,將,"jiāng 

jiàng 

qiāng","will / shall / to use / to take / to checkmate / just a short while ago / (introduces object of main verb, used in the same way as 把)

general / commander-in-chief (military) / king (chess piece) / to command / to lead

to desire / to invite / to request"
"Hobbies 3
","Lesson - 3
",了,NA,"le 

liǎo 

liǎo","(modal particle intensifying preceding clause) / (completed action marker)

to finish / to achieve / variant of 瞭｜了 / to understand clearly

(of eyes) bright / clear-sighted / to understand clearly"
"Health 3
","Lesson - 1
",顾,顧,"Gù 

gù","surname Gu

to look after / to take into consideration / to attend to"
"Health 3
","Lesson - 1
",死,NA,sǐ,to die / impassable / uncrossable / inflexible / rigid / extremely / damned
"Health 3
","Lesson - 1
",闷,悶,"mēn 

mèn","stuffy / shut indoors / to smother / to cover tightly

bored / depressed / melancholy / sealed / airtight / tightly closed"
"Health 3
","Lesson - 1
",腿,NA,"tuǐ 

tuǐ","leg / CL: 條｜条

hip bone / old variant of 腿"
"Health 3
","Lesson - 1
",照,NA,zhào,according to / in accordance with / to shine / to illuminate / to reflect / to look at (one's reflection) / to take (a photo) / photo / as requested / as before
"Health 3
","Lesson - 1
",照顾,照顧,zhào gu,to take care of / to show consideration / to attend to / to look after
"Health 3
","Lesson - 2
",公斤,NA,gōng jīn,kilogram (kg)
"Health 3
","Lesson - 2
",着急,著急,zháo jí,to worry / to feel anxious / Taiwan pr. [zhao1 ji2]
"Health 3
","Lesson - 2
",瘦,NA,shòu,thin / to lose weight / (of clothing) tight / (of meat) lean / (of land) unproductive
"Health 3
","Lesson - 2
",斤,NA,jīn,"catty / (PRC) weight equal to 500 g / (Tw) weight equal to 600 g / (HK, Malaysia, Singapore) slightly over 604 g"
"Health 3
","Lesson - 2
",急,NA,jí,urgent / pressing / rapid / hurried / worried / to make (sb) anxious
"Health 3
","Lesson - 2
",着,著,"zhāo 

zháo 

zhe 

zhuó","(chess) move / trick / all right! / (dialect) to add

to touch / to come in contact with / to feel / to be affected by / to catch fire / to burn / (coll.) to fall asleep / (after a verb) hitting the mark / succeeding in

aspect particle indicating action in progress

to wear (clothes) / to contact / to use / to apply"
"Health 3
","Lesson - 3
",咳嗽,NA,ké sou,to cough / CL: 陣｜阵
"Health 3
","Lesson - 3
",抽烟,抽煙,chōu yān,"to smoke (a cigarette, tobacco)"
"Health 3
","Lesson - 3
",咳,NA,"hāi 

ké","sound of sighing

cough"
"Health 3
","Lesson - 3
",嗽,NA,sòu,cough
"Health 3
","Lesson - 3
",抽,NA,chōu,to draw out / to pull out from in between / to remove part of the whole / (of certain plants) to sprout or bud / to whip or thrash
"Health 3
","Lesson - 3
",烟,煙,yān,cigarette or pipe tobacco / CL: 根 / smoke / mist / vapour / CL: 縷｜缕 / tobacco plant / (of the eyes) to be irritated by smoke
"Travel 3
","Lesson - 1
",际,際,jì,border / edge / boundary / interval / between / inter- / to meet / time / occasion / to meet with (circumstances)
"Travel 3
","Lesson - 1
",柜,NA,"jǔ 

guì","Salix multinervis

cupboard / cabinet / wardrobe"
"Travel 3
","Lesson - 1
",转,轉,"zhuǎi 

zhuǎn 

zhuàn","see 轉文｜转文

to turn / to change direction / to transfer / to forward (mail)

to revolve / to turn / to circle about / to walk about / classifier for revolutions (per minute etc): revs, rpm / classifier for repeated actions"
"Travel 3
","Lesson - 1
",转机,轉機,zhuǎn jī,(to take) a turn for the better / to change planes
"Travel 3
","Lesson - 1
",柜台,櫃檯,guì tái,"sales counter / front desk / bar / (of markets, medicines etc) OTC (over-the-counter)"
"Travel 3
","Lesson - 1
",国际,國際,guó jì,international
"Travel 3
","Lesson - 2
",换钱,換錢,huàn qián,to change money / to sell
"Travel 3
","Lesson - 2
",银行,銀行,yín háng,"bank / CL: 家, 個｜个"
"Travel 3
","Lesson - 2
",充电,充電,chōng diàn,to recharge batteries / fig. to rest and recuperate
"Travel 3
","Lesson - 2
",国内,國內,guó nèi,domestic / internal (to a country) / civil
"Travel 3
","Lesson - 2
",银,銀,yín,silver / silver-colored / relating to money or currency
"Travel 3
","Lesson - 2
",充,NA,chōng,to fill / to satisfy / to fulfill / to act in place of / substitute / sufficient / full
"Travel 3
","Lesson - 2
",内,內,nèi,inside / inner / internal / within / interior
"Travel 3
","Lesson - 2
",行,NA,"háng 

xíng","row / line / commercial firm / line of business / profession / to rank (first, second etc) among one's siblings (by age) / (in data tables) row / (Tw) column

to walk / to go / to travel / a visit / temporary / makeshift / current / in circulation / to do / to perform / capable / competent / effective / all right / OK! / will do / behavior / conduct / Taiwan pr. [xing4] for the behavior-conduct sense"
"Travel 3
","Lesson - 3
",充值,NA,chōng zhí,to recharge (money onto a card)
"Travel 3
","Lesson - 3
",漫游,漫遊,màn yóu,to travel around / to roam / (mobile telephony) roaming
"Travel 3
","Lesson - 3
",电话卡,電話卡,diàn huà kǎ,telephone card
"Travel 3
","Lesson - 3
",值,NA,zhí,value / (to be) worth / to happen to / to be on duty
"Travel 3
","Lesson - 4
",订房,訂房,dìng fáng,to reserve a room
"Travel 3
","Lesson - 4
",退房,NA,tuì fáng,to check out of a hotel room
"Travel 3
","Lesson - 4
",取消,NA,qǔ xiāo,to cancel / cancellation
"Travel 3
","Lesson - 4
",导游,導遊,dǎo yóu,tour guide / guidebook / to conduct a tour
"Travel 3
","Lesson - 4
",订,訂,dìng,to agree / to conclude / to draw up / to subscribe to (a newspaper etc) / to order
"Travel 3
","Lesson - 4
",取,NA,qǔ,to take / to get / to choose / to fetch
"Travel 3
","Lesson - 4
",导,導,dǎo,to transmit / to lead / to guide / to conduct / to direct
"Travel 3
","Lesson - 4
",消,NA,xiāo,to disappear / to vanish / to eliminate / to spend (time) / have to / need
"Languages 3
","Lesson - 1
",答,NA,"dā 

dá","to answer / to agree

reply / answer / return / respond / echo"
"Languages 3
","Lesson - 1
",句,NA,jù,sentence / clause / phrase / classifier for phrases or lines of verse
"Languages 3
","Lesson - 1
",单,單,"Shàn 

dān","surname Shan

bill / list / form / single / only / sole / odd number / CL: 個｜个"
"Languages 3
","Lesson - 1
",简,簡,jiǎn,simple / uncomplicated / letter / to choose / to select / bamboo strips used for writing (old)
"Languages 3
","Lesson - 1
",简单,簡單,jiǎn dān,simple / not complicated
"Languages 3
","Lesson - 1
",句子,NA,jù zi,sentence / CL: 個｜个
"Languages 3
","Lesson - 1
",回答,NA,huí dá,to reply / to answer / the answer / CL: 個｜个
"Languages 3
","Lesson - 2
",词典,詞典,cí diǎn,"dictionary (of Chinese compound words) / also written 辭典｜辞典 / CL: 部, 本"
"Languages 3
","Lesson - 2
",应用,應用,yìng yòng,to use / to apply / application / applicable
"Languages 3
","Lesson - 2
",语法,語法,yǔ fǎ,grammar
"Languages 3
","Lesson - 2
",流利,NA,liú lì,fluent
"Languages 3
","Lesson - 2
",词,詞,cí,"word / statement / speech / lyrics / CL: 組｜组, 個｜个 / a form of lyric poetry, flourishing in the Song dynasty 宋朝 / CL: 首"
"Languages 3
","Lesson - 2
",流,NA,liú,"to flow / to disseminate / to circulate or spread / to move or drift / to degenerate / to banish or send into exile / stream of water or sth resembling one / class, rate or grade"
"Languages 3
","Lesson - 2
",利,NA,"Lì 

lì","surname Li

sharp / favorable / advantage / benefit / profit / interest / to do good to / to benefit"
"Languages 3
","Lesson - 2
",典,NA,diǎn,canon / law / standard work of scholarship / literary quotation or allusion / ceremony / to be in charge of / to mortgage or pawn
"Languages 3
","Lesson - 2
",应,應,"Yìng 

yīng 

yìng","surname Ying

to agree (to do sth) / should / ought to / must / (legal) shall

to answer / to respond / to comply with / to deal or cope with"
"Languages 3
","Lesson - 3
",下载,下載,xià zǎi,to download / also pr. [xia4 zai4]
"Languages 3
","Lesson - 3
",多邻国,NA,duō lín guó,duolingo
"Languages 3
","Lesson - 3
",翻译,翻譯,fān yì,"to translate / to interpret / translator / interpreter / translation / interpretation / CL: 個｜个, 位, 名"
"Languages 3
","Lesson - 3
",翻,NA,fān,to turn over / to flip over / to overturn / to rummage through / to translate / to decode / to double / to climb over or into / to cross
"Languages 3
","Lesson - 3
",载,載,"zǎi 

zài","to record in writing / to carry (i.e. publish in a newspaper etc) / Taiwan pr. [zai4] / year

to carry / to convey / to load / to hold / to fill up / and / also / as well as / simultaneously"
"Languages 3
","Lesson - 3
",译,譯,yì,to translate / to interpret
"House
","Lesson - 1
",把,NA,"bǎ 

bà","to hold / to contain / to grasp / to take hold of / handle / particle marking the following noun as a direct object / classifier for objects with handle / classifier for small objects: handful

handle"
"House
","Lesson - 1
",灯,燈,dēng,lamp / light / lantern / CL: 盞｜盏
"House
","Lesson - 1
",空调,空調,kōng tiáo,air conditioning / air conditioner (including units that have a heating mode) / CL: 臺｜台
"House
","Lesson - 1
",空,NA,"kōng 

kòng","empty / air / sky / in vain

to empty / vacant / unoccupied / space / leisure / free time"
"House
","Lesson - 2
",放,NA,fàng,to put / to place / to release / to free / to let go / to let out / to set off (fireworks)
"House
","Lesson - 2
",画,畫,huà,"to draw / picture / painting / CL: 幅, 張｜张 / classifier for paintings etc / variant of 劃｜划"
"House
","Lesson - 2
",厨房,廚房,chú fáng,kitchen / CL: 間｜间
"House
","Lesson - 2
",客厅,客廳,kè tīng,drawing room (room for arriving guests) / living room / CL: 間｜间
"House
","Lesson - 2
",厨,廚,chú,kitchen
"House
","Lesson - 2
",厅,廳,tīng,(reception) hall / living room / office / provincial government department
"House
","Lesson - 3
",客人,NA,kè rén,visitor / guest / customer / client / CL: 位
"House
","Lesson - 3
",打扫,打掃,dǎ sǎo,to clean / to sweep
"House
","Lesson - 3
",干净,乾淨,gān jìng,clean / neat
"House
","Lesson - 3
",扫,掃,"sǎo 

sào","to sweep

broom"
"House
","Lesson - 3
",净,淨,jìng,"clean / completely / only / net (income, exports etc) / (Chinese opera) painted face male role"
"House
","Lesson - 4
",电梯,電梯,diàn tī,"elevator / escalator / CL: 臺｜台, 部"
"House
","Lesson - 4
",坏,壞,huài,bad / spoiled / broken / to break down / (suffix) to the utmost
"House
","Lesson - 4
",被,NA,bèi,quilt / by / (indicates passive-voice clauses) / (literary) to cover / to meet with
"House
","Lesson - 4
",厕所,廁所,cè suǒ,"toilet / lavatory / CL: 間｜间, 處｜处"
"House
","Lesson - 4
",厕,廁,"cè 

sì","restroom / toilet / lavatory

see 茅廁｜茅厕"
"House
","Lesson - 4
",梯,NA,tī,ladder / stairs
"Exam
","Lesson - 1
",寒,NA,hán,cold / poor / to tremble
"Exam
","Lesson - 1
",暑,NA,shǔ,heat / hot weather / summer heat
"Exam
","Lesson - 1
",复,復,"fù 

fù","to go and return / to return / to resume / to return to a normal or original state / to repeat / again / to recover / to restore / to turn over / to reply / to answer / to reply to a letter / to retaliate / to carry out

to repeat / to double / to overlap / complex (not simple) / compound / composite / double / diplo- / duplicate / overlapping / to duplicate"
"Exam
","Lesson - 1
",记得,記得,jì de,to remember
"Exam
","Lesson - 1
",复习,復習,fù xí,to review / revision / CL: 次
"Exam
","Lesson - 1
",数学,數學,shù xué,mathematics / mathematical
"Exam
","Lesson - 1
",放假,NA,fàng jià,to have a holiday or vacation
"Exam
","Lesson - 1
",暑假,NA,shǔ jià,summer vacation / CL: 個｜个
"Exam
","Lesson - 1
",寒假,NA,hán jià,winter vacation
"Exam
","Lesson - 2
",终于,終於,zhōng yú,at last / in the end / finally / eventually
"Exam
","Lesson - 2
",结束,結束,jié shù,termination / to finish / to end / to conclude / to close
"Exam
","Lesson - 2
",放松,放鬆,fàng sōng,to loosen / to relax
"Exam
","Lesson - 2
",大学,大學,"Dà xué 

dà xué","the Great Learning, one of the Four Books 四書｜四书 in Confucianism

university / college / CL: 所"
"Exam
","Lesson - 2
",终,終,zhōng,end / finish
"Exam
","Lesson - 2
",结,結,"jiē 

jié","(of a plant) to produce (fruit or seeds) / Taiwan pr. [jie2]

knot / sturdy / bond / to tie / to bind / to check out (of a hotel)"
"Exam
","Lesson - 2
",松,NA,"Sōng 

sōng 

sōng","surname Song

pine / CL: 棵

loose / to loosen / to relax"
"Exam
","Lesson - 2
",于,NA,"Yú 

yú 

yú","surname Yu

to go / to take / sentence-final interrogative particle / variant of 於｜于

in / at / to / from / by / than / out of"
"Exam
","Lesson - 2
",束,NA,"Shù 

shù","surname Shu

to bind / bunch / bundle / classifier for bunches, bundles, beams of light etc / to control"
"Exam
","Lesson - 3
",成绩,成績,chéng jì,"achievement / performance records / grades / CL: 項｜项, 個｜个"
"Exam
","Lesson - 3
",担心,擔心,dān xīn,anxious / worried / uneasy / to worry / to be anxious
"Exam
","Lesson - 3
",为,為,"wéi 

wèi","as (in the capacity of) / to take sth as / to act as / to serve as / to behave as / to become / to be / to do / by (in the passive voice)

because of / for / to"
"Exam
","Lesson - 3
",专业,專業,zhuān yè,"specialty / specialized field / main field of study (at university) / major / CL: 門｜门, 個｜个 / professional"
"Exam
","Lesson - 3
",成,NA,"Chéng 

chéng","surname Cheng

to succeed / to finish / to complete / to accomplish / to become / to turn into / to be all right / OK! / one tenth"
"Exam
","Lesson - 3
",担,擔,"dān 

dàn","to undertake / to carry / to shoulder / to take responsibility

picul (100 catties, 50 kg) / two buckets full / carrying pole and its load / classifier for loads carried on a shoulder pole"
"Exam
","Lesson - 3
",专,專,zhuān,"for a particular person, occasion, purpose / focused on one thing / special / expert / particular (to sth) / concentrated / specialized"
"Exam
","Lesson - 3
",绩,績,jì,to spin (hemp etc) / merit / accomplishment / Taiwan pr. [ji1]
"Travel 4
","Lesson - 1
",景,NA,"Jǐng 

jǐng","surname Jing

bright / circumstance / scenery"
"Travel 4
","Lesson - 1
",街,NA,jiē,street / CL: 條｜条
"Travel 4
","Lesson - 1
",地图,地圖,dì tú,"map / CL: 張｜张, 本"
"Travel 4
","Lesson - 1
",拿,NA,ná,to hold / to seize / to catch / to apprehend / to take / (used in the same way as 把: to mark the following noun as a direct object)
"Travel 4
","Lesson - 1
",出,NA,chū,"to go out / to come out / to occur / to produce / to go beyond / to rise / to put forth / to happen / (used after a verb to indicate an outward direction or a positive result) / classifier for dramas, plays, operas etc"
"Travel 4
","Lesson - 1
",街道,NA,jiē dào,street / CL: 條｜条 / subdistrict / residential district
"Travel 4
","Lesson - 1
",红绿灯,紅綠燈,hóng lǜ dēng,traffic light / traffic signal
"Travel 4
","Lesson - 1
",风景,風景,fēng jǐng,scenery / landscape / CL: 個｜个
"Travel 4
","Lesson - 2
",司机,司機,sī jī,chauffeur / driver / CL: 個｜个
"Travel 4
","Lesson - 2
",接,NA,jiē,to receive / to answer (the phone) / to meet or welcome sb / to connect / to catch / to join / to extend / to take one's turn on duty / to take over for sb
"Travel 4
","Lesson - 2
",免费,免費,miǎn fèi,free (of charge)
"Travel 4
","Lesson - 2
",打车,打車,dǎ chē,to take a taxi (in town) / to hitch a lift
"Travel 4
","Lesson - 2
",观光,觀光,guān guāng,to tour / sightseeing / tourism
"Travel 4
","Lesson - 2
",免,NA,miǎn,to excuse sb / to exempt / to remove or dismiss from office / to avoid / to avert / to escape / to be prohibited
"Travel 4
","Lesson - 2
",观,觀,"Guàn 

guān 

guàn","surname Guan

to look at / to watch / to observe / to behold / to advise / concept / point of view / outlook

Taoist monastery / palace gate watchtower / platform"
"Travel 4
","Lesson - 2
",光,NA,guāng,light / ray / CL: 道 / bright / only / merely / to use up
"Travel 4
","Lesson - 3
",小心,NA,xiǎo xīn,to be careful / to take care
"Travel 4
","Lesson - 3
",过,過,"Guò 

guò 

guo","surname Guo

to cross / to go over / to pass (time) / to celebrate (a holiday) / to live / to get along / excessively / too-

(experienced action marker)"
"Travel 4
","Lesson - 3
",时差,時差,shí chā,time difference / time lag / jet lag
"Travel 4
","Lesson - 3
",马路,馬路,mǎ lù,street / road / CL: 條｜条
"Travel 4
","Lesson - 3
",参观,參觀,cān guān,to look around / to tour / to visit
"Travel 4
","Lesson - 3
",博物馆,博物館,bó wù guǎn,museum
"Travel 4
","Lesson - 3
",博,NA,bó,extensive / ample / rich / obtain / aim / to win / to get / plentiful / to gamble
"Travel 4
","Lesson - 3
",差,NA,"chā 

chà 

chāi","difference / discrepancy / to differ / error / to err / to make a mistake

to differ from / to fall short of / lacking / wrong / inferior

to send / to commission / messenger / mission"
"Travel 4
","Lesson - 4
",安排,NA,ān pái,to arrange / to plan / to set up / arrangements / plans
"Travel 4
","Lesson - 4
",活动,活動,huó dòng,"to exercise / to move about / to operate / to use connections (personal influence) / loose / shaky / active / movable / activity / campaign / maneuver / behavior / CL: 項｜项, 個｜个"
"Travel 4
","Lesson - 4
",表演,NA,biǎo yǎn,play / show / performance / exhibition / to perform / to act / to demonstrate / CL: 場｜场
"Travel 4
","Lesson - 4
",海边,海邊,hǎi biān,coast / seaside / seashore / beach
"Travel 4
","Lesson - 4
",排,NA,pái,"a row / a line / to set in order / to arrange / to line up / to eliminate / to drain / to push open / platoon / raft / classifier for lines, rows etc"
"Travel 4
","Lesson - 4
",活,NA,huó,to live / alive / living / work / workmanship
"Travel 4
","Lesson - 4
",演,NA,yǎn,to develop / to evolve / to practice / to perform / to play / to act
"Communication 2
","Lesson - 1
",邮,郵,yóu,post (office) / mail
"Communication 2
","Lesson - 1
",刚才,剛才,"gāng cái 

gāng cái","just now / a moment ago

(just) a moment ago"
"Communication 2
","Lesson - 1
",电子邮件,電子郵件,diàn zǐ yóu jiàn,"email / CL: 封, 份"
"Communication 2
","Lesson - 1
",回,NA,"huí 

huí","to circle / to go back / to turn around / to answer / to return / to revolve / Hui ethnic group (Chinese Muslims) / time / classifier for acts of a play / section or chapter (of a classic book)

to curve / to return / to revolve"
"Communication 2
","Lesson - 1
",发,發,"fā 

fà","to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds)

hair / Taiwan pr. [fa3]"
"Communication 2
","Lesson - 2
",主要,NA,zhǔ yào,main / principal / major / primary
"Communication 2
","Lesson - 2
",短信,NA,duǎn xìn,text message / SMS
"Communication 2
","Lesson - 2
",关于,關於,guān yú,pertaining to / concerning / with regard to / about / a matter of
"Communication 2
","Lesson - 2
",主,NA,zhǔ,owner / master / host / individual or party concerned / God / Lord / main / to indicate or signify / trump card (in card games)
"Communication 2
","Lesson - 3
",登录,登錄,dēng lù,to register / to log in
"Communication 2
","Lesson - 3
",密码,密碼,mì mǎ,secret code / ciphertext / password / PIN
"Communication 2
","Lesson - 3
",信号,信號,xìn hào,signal
"Communication 2
","Lesson - 3
",登,NA,dēng,to scale (a height) / to ascend / to mount / to publish or record / to enter (e.g. in a register) / to press down with the foot / to step or tread on / to put on (shoes or trousers) (dialect) / to be gathered and taken to the threshing ground (old)
"Communication 2
","Lesson - 3
",密,NA,"Mì 

mì","surname Mi / name of an ancient state

secret / confidential / close / thick / dense"
"Communication 2
","Lesson - 3
",码,碼,mǎ,"weight / number / code / to pile / to stack / classifier for length or distance (yard), happenings etc"
"Communication 2
","Lesson - 3
",录,錄,"Lù 

lù","surname Lu

diary / record / to hit / to copy"
"Communication 2
","Lesson - 4
",段,NA,"Duàn 

duàn","surname Duan

paragraph / section / segment / stage (of a process) / classifier for stories, periods of time, lengths of thread etc"
"Communication 2
","Lesson - 4
",其实,其實,qí shí,actually / in fact / really
"Communication 2
","Lesson - 4
",过去,過去,"guò qù 

guò qu","(in the) past / former / previous / to go over / to pass by

(verb suffix)"
"Communication 2
","Lesson - 4
",谈,談,"Tán 

tán","surname Tan

to speak / to talk / to converse / to chat / to discuss"
"Communication 2
","Lesson - 4
",实,實,shí,real / true / honest / really / solid / fruit / seed / definitely
"Work 2
","Lesson - 1
",同意,NA,tóng yì,to agree / to consent / to approve
"Work 2
","Lesson - 1
",决定,決定,jué dìng,"to decide (to do something) / to resolve / decision / CL: 個｜个, 項｜项 / certainly"
"Work 2
","Lesson - 1
",根据,根據,gēn jù,according to / based on / basis / foundation / CL: 個｜个
"Work 2
","Lesson - 1
",升职,升職,shēng zhí,to get promoted (at work etc) / promotion
"Work 2
","Lesson - 1
",定,NA,dìng,to set / to fix / to determine / to decide / to order
"Work 2
","Lesson - 1
",根,NA,gēn,"root / basis / classifier for long slender objects, e.g. cigarettes, guitar strings / CL: 條｜条 / radical (chemistry)"
"Work 2
","Lesson - 1
",据,NA,"jū 

jù","see 拮据

according to / to act in accordance with / to depend on / to seize / to occupy"
"Work 2
","Lesson - 1
",升,NA,shēng,to ascend / to rise to the rank of / to promote / to hoist / liter / measure for dry grain equal to one-tenth dou 斗
