Id,region,date,mortality_rate,O3,PM10,PM25,NO2,T2M
9139,E12000008,2009-01-14,1.802,16.731,15.217,5.573,20.154,275.368
9140,E12000008,2009-01-15,1.778,26.336,17.185,5.685,10.235,278.400
9141,E12000008,2009-01-16,1.696,24.813,14.310,5.475,9.424,280.356
9142,E12000008,2009-01-17,1.884,52.190,8.780,2.633,2.951,280.820
9143,E12000008,2009-01-18,1.390,48.398,8.399,2.855,4.263,278.199
9144,E12000008,2009-01-19,2.073,45.259,7.068,2.370,5.466,277.963
9145,E12000008,2009-01-20,1.519,30.832,9.111,3.979,11.416,275.628
9146,E12000008,2009-01-21,1.354,28.154,10.500,4.133,10.998,276.207
9147,E12000008,2009-01-22,1.778,39.832,9.709,2.852,8.632,280.415
9148,E12000008,2009-01-23,1.566,36.168,7.819,3.158,10.097,278.412
9149,E12000008,2009-01-24,1.684,20.592,13.605,5.664,16.990,275.104
9150,E12000008,2009-01-25,1.484,49.060,8.916,3.024,8.464,279.453
9151,E12000008,2009-01-26,1.778,25.226,15.067,6.906,18.528,278.087
9152,E12000008,2009-01-27,1.814,18.528,23.431,8.088,23.394,276.152
9153,E12000008,2009-01-28,1.331,16.162,10.922,5.419,21.894,279.698
9154,E12000008,2009-01-29,1.331,18.720,30.224,13.167,20.800,276.841
9155,E12000008,2009-01-30,1.578,16.927,35.976,12.996,16.335,277.278
9156,E12000008,2009-01-31,1.331,18.194,30.415,12.249,14.732,277.108
9157,E12000008,2009-02-01,1.260,44.179,17.546,6.785,10.344,273.094
9158,E12000008,2009-02-02,1.555,23.848,14.001,7.630,18.656,272.671
9159,E12000008,2009-02-03,1.661,25.193,14.354,8.547,19.283,272.169
9160,E12000008,2009-02-04,1.578,24.445,20.928,11.048,21.359,273.623
9161,E12000008,2009-02-05,1.578,13.979,12.700,6.818,24.322,276.184
9162,E12000008,2009-02-06,1.767,14.224,10.521,5.446,24.534,275.449
9163,E12000008,2009-02-07,1.507,25.614,11.075,5.324,23.443,273.159
9164,E12000008,2009-02-08,1.401,30.181,10.655,4.899,17.250,274.411
9165,E12000008,2009-02-09,1.496,31.049,8.518,3.226,15.620,276.927
9166,E12000008,2009-02-10,1.496,34.376,7.789,3.832,18.989,275.653
9167,E12000008,2009-02-11,1.425,20.192,11.733,4.406,24.329,275.415
9168,E12000008,2009-02-12,1.131,25.587,14.789,5.949,30.362,274.034
9169,E12000008,2009-02-13,1.566,28.060,13.234,4.905,21.446,276.955
9170,E12000008,2009-02-14,1.354,19.284,17.785,7.014,25.528,275.109
9171,E12000008,2009-02-15,1.507,29.796,18.560,6.375,17.232,278.010
9172,E12000008,2009-02-16,1.578,29.297,15.477,5.453,19.713,279.709
9173,E12000008,2009-02-17,1.413,26.935,16.604,6.182,23.438,280.662
9174,E12000008,2009-02-18,1.343,16.663,17.036,9.744,29.030,281.022
9175,E12000008,2009-02-19,1.284,12.203,21.948,10.378,31.992,279.925
9176,E12000008,2009-02-20,1.260,18.180,21.840,7.749,31.977,278.636
9177,E12000008,2009-02-21,1.072,25.352,20.834,7.033,25.814,279.476
9178,E12000008,2009-02-22,1.201,43.500,11.633,3.436,13.496,280.596
9179,E12000008,2009-02-23,1.625,39.559,12.549,3.988,20.541,281.166
9180,E12000008,2009-02-24,1.131,14.227,21.131,10.767,27.526,281.636
9181,E12000008,2009-02-25,1.366,24.321,23.121,8.838,21.605,280.745
9182,E12000008,2009-02-26,1.460,36.124,13.428,4.669,14.478,280.357
9183,E12000008,2009-02-27,1.142,37.596,13.532,4.937,14.826,281.699
9184,E12000008,2009-02-28,1.296,38.030,14.418,4.191,16.796,278.771
9185,E12000008,2009-03-01,1.142,25.357,25.501,10.663,25.303,278.742
9186,E12000008,2009-03-02,1.225,35.016,12.608,4.123,17.109,279.147
9187,E12000008,2009-03-03,1.166,54.665,9.685,3.349,7.230,280.609
9188,E12000008,2009-03-04,1.142,47.195,7.697,2.741,12.899,276.750
9189,E12000008,2009-03-05,1.237,34.171,15.921,5.456,24.137,276.309
9190,E12000008,2009-03-06,1.343,31.223,16.637,6.115,25.232,277.578
9191,E12000008,2009-03-07,1.237,43.453,14.891,3.721,14.614,281.110
9192,E12000008,2009-03-08,1.319,64.841,9.070,2.706,5.105,279.479
9193,E12000008,2009-03-09,1.190,58.113,8.471,2.669,7.572,279.371
9194,E12000008,2009-03-10,1.378,47.604,10.425,3.620,14.904,281.499
9195,E12000008,2009-03-11,1.213,26.071,18.511,6.262,23.060,279.628
9196,E12000008,2009-03-12,1.237,44.779,11.729,2.815,11.993,282.929
9197,E12000008,2009-03-13,1.272,40.215,14.665,4.258,18.057,281.917
9198,E12000008,2009-03-14,1.507,51.963,15.611,4.505,13.395,282.263
9199,E12000008,2009-03-15,1.213,41.327,16.579,6.413,16.923,281.305
9200,E12000008,2009-03-16,1.390,25.046,26.355,12.364,24.321,281.344
9201,E12000008,2009-03-17,1.201,26.499,28.767,12.583,27.870,281.528
9202,E12000008,2009-03-18,1.166,24.849,39.005,15.443,27.764,281.231
9203,E12000008,2009-03-19,1.378,28.764,40.408,18.604,26.530,280.724
9204,E12000008,2009-03-20,1.413,30.125,33.728,13.286,27.095,280.186
9205,E12000008,2009-03-21,1.201,33.569,37.619,18.516,26.089,280.603
9206,E12000008,2009-03-22,1.496,50.969,21.946,8.431,14.773,282.178
9207,E12000008,2009-03-23,1.366,51.885,12.295,3.473,8.735,281.776
9208,E12000008,2009-03-24,1.166,55.987,10.760,3.370,9.946,280.086
9209,E12000008,2009-03-25,1.190,58.608,8.454,3.186,7.173,281.473
9210,E12000008,2009-03-26,1.507,52.219,10.285,3.123,9.184,281.014
9211,E12000008,2009-03-27,1.319,50.435,10.143,3.125,8.550,279.026
9212,E12000008,2009-03-28,1.107,52.091,8.067,3.682,12.539,278.690
9213,E12000008,2009-03-29,1.178,43.584,12.617,4.616,16.003,277.107
9214,E12000008,2009-03-30,1.225,41.012,16.331,5.805,17.117,279.987
9215,E12000008,2009-03-31,1.472,33.309,22.240,9.145,22.933,282.362
9216,E12000008,2009-04-01,1.390,36.577,24.321,9.275,27.146,282.556
9217,E12000008,2009-04-02,1.449,44.123,33.520,14.273,23.064,282.726
9218,E12000008,2009-04-03,1.178,38.732,42.723,22.137,21.459,282.738
9219,E12000008,2009-04-04,1.107,57.878,23.879,10.948,9.919,283.542
9220,E12000008,2009-04-05,0.930,39.881,18.353,7.054,18.591,281.445
9221,E12000008,2009-04-06,1.343,50.341,31.017,11.597,17.274,283.091
9222,E12000008,2009-04-07,0.907,60.658,9.901,3.520,6.482,282.405
9223,E12000008,2009-04-08,1.190,57.045,8.479,3.193,7.451,282.997
9224,E12000008,2009-04-09,1.260,47.056,13.351,4.371,10.897,284.966
9225,E12000008,2009-04-10,1.072,45.317,12.599,5.999,12.636,283.121
9226,E12000008,2009-04-11,1.437,40.906,14.158,6.588,16.879,282.486
9227,E12000008,2009-04-12,1.272,37.579,20.580,10.208,19.476,283.935
9228,E12000008,2009-04-13,1.142,43.929,22.721,10.395,15.577,283.871
9229,E12000008,2009-04-14,1.201,44.835,25.982,10.327,22.292,284.377
9230,E12000008,2009-04-15,1.225,57.560,38.676,14.640,19.252,286.877
9231,E12000008,2009-04-16,1.072,51.659,18.285,7.382,14.956,285.240
9232,E12000008,2009-04-17,0.954,46.689,20.098,10.799,14.677,283.071
9233,E12000008,2009-04-18,0.978,67.893,21.399,9.521,11.911,283.526
9234,E12000008,2009-04-19,0.895,67.759,19.642,9.847,10.739,283.086
9235,E12000008,2009-04-20,1.225,53.074,25.770,11.632,17.668,284.599
9236,E12000008,2009-04-21,1.001,53.629,29.418,11.893,15.839,285.533
9237,E12000008,2009-04-22,1.036,46.003,22.068,7.638,16.091,285.067
9238,E12000008,2009-04-23,0.930,47.289,22.064,10.062,17.546,284.299
9239,E12000008,2009-04-24,1.260,64.599,26.210,11.410,13.383,286.208
9240,E12000008,2009-04-25,1.119,62.340,12.854,5.690,7.442,284.024
9241,E12000008,2009-04-26,1.107,52.318,12.834,4.853,10.315,283.802
9242,E12000008,2009-04-27,1.319,51.374,8.812,3.437,10.818,281.238
9243,E12000008,2009-04-28,1.213,43.843,10.555,5.067,13.418,281.113
9244,E12000008,2009-04-29,1.095,45.869,16.295,7.257,14.390,282.979
9245,E12000008,2009-04-30,1.201,43.992,14.402,5.573,13.417,284.351
9246,E12000008,2009-05-01,1.013,47.673,15.280,6.081,14.665,285.901
9247,E12000008,2009-05-02,1.378,58.144,15.494,4.785,10.764,285.467
9248,E12000008,2009-05-03,1.166,58.788,11.597,3.371,9.310,284.584
9249,E12000008,2009-05-04,0.989,51.713,10.382,3.418,12.011,282.800
9250,E12000008,2009-05-05,1.095,59.734,11.086,3.098,7.663,286.576
9251,E12000008,2009-05-06,1.119,58.002,10.076,2.836,6.574,286.509
9252,E12000008,2009-05-07,1.178,58.280,8.340,2.772,6.886,285.679
9253,E12000008,2009-05-08,1.119,58.252,9.638,2.948,6.120,284.972
9254,E12000008,2009-05-09,1.084,50.687,11.680,4.060,8.394,284.187
9255,E12000008,2009-05-10,1.072,55.203,17.449,6.508,15.020,286.144
9256,E12000008,2009-05-11,1.036,68.071,12.009,4.896,7.953,284.328
9257,E12000008,2009-05-12,1.060,72.560,15.288,7.073,8.420,284.782
9258,E12000008,2009-05-13,1.154,39.826,21.353,12.124,14.315,286.305
9259,E12000008,2009-05-14,1.296,40.480,22.545,13.438,15.010,286.908
9260,E12000008,2009-05-15,1.001,54.359,13.831,5.357,8.994,284.685
9261,E12000008,2009-05-16,1.142,63.130,11.136,3.565,4.506,284.403
9262,E12000008,2009-05-17,1.001,63.905,9.604,3.379,4.586,283.995
9263,E12000008,2009-05-18,1.095,69.983,8.218,3.405,4.582,285.262
9264,E12000008,2009-05-19,1.296,62.895,12.404,3.639,6.134,285.026
9265,E12000008,2009-05-20,1.190,57.468,15.343,4.765,9.853,286.112
9266,E12000008,2009-05-21,0.860,61.676,12.720,4.618,7.610,286.060
9267,E12000008,2009-05-22,1.119,59.480,11.249,3.989,9.266,285.978
9268,E12000008,2009-05-23,1.343,52.654,13.452,6.061,14.009,288.059
9269,E12000008,2009-05-24,1.131,60.760,15.604,7.383,15.138,289.174
9270,E12000008,2009-05-25,1.001,56.351,21.666,8.250,15.504,290.854
9271,E12000008,2009-05-26,1.013,55.981,10.818,3.803,6.952,286.450
9272,E12000008,2009-05-27,1.284,43.812,9.965,2.670,8.157,284.823
9273,E12000008,2009-05-28,0.942,30.475,11.975,4.899,11.898,290.119
9274,E12000008,2009-05-29,1.060,41.702,15.792,6.926,16.325,290.680
9275,E12000008,2009-05-30,1.048,66.511,17.679,9.090,18.237,289.853
9276,E12000008,2009-05-31,1.225,79.573,17.127,8.106,12.459,290.450
9277,E12000008,2009-06-01,1.166,81.965,15.479,7.201,10.647,291.381
9278,E12000008,2009-06-02,1.060,83.617,13.664,6.738,11.932,290.508
9279,E12000008,2009-06-03,1.178,60.740,16.021,8.945,14.780,289.532
9280,E12000008,2009-06-04,1.166,70.229,14.315,5.791,11.962,286.606
9281,E12000008,2009-06-05,1.248,64.704,17.556,9.421,13.434,286.129
9282,E12000008,2009-06-06,1.142,63.341,17.732,9.864,11.549,285.798
9283,E12000008,2009-06-07,1.190,66.887,8.205,4.249,6.830,284.939
9284,E12000008,2009-06-08,1.225,59.987,11.111,5.594,10.503,285.300
9285,E12000008,2009-06-09,1.190,63.442,9.440,5.419,11.453,285.924
9286,E12000008,2009-06-10,1.307,49.855,13.096,6.220,10.399,286.074
9287,E12000008,2009-06-11,1.284,63.678,11.218,5.343,7.643,287.640
9288,E12000008,2009-06-12,1.166,48.650,12.662,5.147,13.036,287.418
9289,E12000008,2009-06-13,1.072,44.450,13.087,4.749,7.726,289.967
9290,E12000008,2009-06-14,1.036,52.848,13.835,4.663,8.464,289.982
9291,E12000008,2009-06-15,1.084,48.065,14.169,6.050,9.341,288.672
9292,E12000008,2009-06-16,0.883,46.526,12.211,4.932,9.343,289.385
9293,E12000008,2009-06-17,0.954,49.461,13.154,4.558,10.961,289.624
9294,E12000008,2009-06-18,1.354,52.455,9.418,3.310,6.548,287.997
9295,E12000008,2009-06-19,1.119,49.593,8.626,3.297,6.275,288.212
9296,E12000008,2009-06-20,1.190,49.296,9.974,3.188,8.455,287.992
9297,E12000008,2009-06-21,0.954,46.454,10.994,4.191,10.826,288.939
9298,E12000008,2009-06-22,0.989,38.544,14.128,6.962,15.346,290.001
9299,E12000008,2009-06-23,1.072,52.854,13.931,6.830,13.957,290.696
9300,E12000008,2009-06-24,1.107,65.980,13.647,7.781,11.697,290.569
9301,E12000008,2009-06-25,1.119,71.732,18.170,10.192,12.374,292.151
9302,E12000008,2009-06-26,1.284,58.736,22.585,11.636,12.505,291.515
9303,E12000008,2009-06-27,1.142,47.221,18.912,7.626,9.847,292.072
9304,E12000008,2009-06-28,1.260,39.644,16.522,6.151,13.002,292.342
9305,E12000008,2009-06-29,0.978,63.769,23.270,9.261,15.647,294.686
9306,E12000008,2009-06-30,1.154,67.228,24.028,10.701,16.194,294.624
9307,E12000008,2009-07-01,1.048,62.240,21.687,8.178,13.944,294.332
9308,E12000008,2009-07-02,1.343,77.924,29.479,11.091,13.421,294.708
9309,E12000008,2009-07-03,1.084,51.409,15.431,6.031,7.572,292.257
9310,E12000008,2009-07-04,1.166,42.617,16.725,4.423,7.844,291.602
9311,E12000008,2009-07-05,1.201,47.706,12.423,3.235,6.135,291.042
9312,E12000008,2009-07-06,1.107,42.962,7.615,2.995,3.861,289.076
9313,E12000008,2009-07-07,1.107,41.327,7.227,2.790,4.826,288.249
9314,E12000008,2009-07-08,1.119,40.984,11.507,4.743,8.765,289.046
9315,E12000008,2009-07-09,1.084,47.374,10.514,3.956,8.497,288.553
9316,E12000008,2009-07-10,0.942,48.153,11.207,3.598,8.332,288.971
9317,E12000008,2009-07-11,0.978,35.321,7.749,2.338,7.269,289.288
9318,E12000008,2009-07-12,1.178,45.965,6.371,2.184,3.837,290.264
9319,E12000008,2009-07-13,1.013,42.608,10.148,3.457,5.314,290.127
9320,E12000008,2009-07-14,1.166,40.004,10.339,3.488,5.022,290.095
9321,E12000008,2009-07-15,0.978,45.154,9.349,3.713,4.234,290.531
9322,E12000008,2009-07-16,1.001,39.166,9.342,4.251,6.999,290.174
9323,E12000008,2009-07-17,1.142,41.151,7.482,2.991,5.859,287.740
9324,E12000008,2009-07-18,1.084,44.450,5.432,2.643,4.708,288.662
9325,E12000008,2009-07-19,0.872,42.864,7.911,2.612,4.395,288.569
9326,E12000008,2009-07-20,0.801,43.890,7.013,2.961,5.423,288.963
9327,E12000008,2009-07-21,1.060,41.795,9.731,2.938,7.947,290.369
9328,E12000008,2009-07-22,0.989,41.972,10.580,3.027,5.320,290.092
9329,E12000008,2009-07-23,1.154,42.113,8.395,3.619,5.438,290.051
9330,E12000008,2009-07-24,1.036,40.861,6.328,2.579,4.325,288.211
9331,E12000008,2009-07-25,0.919,40.929,7.236,3.182,5.907,290.172
9332,E12000008,2009-07-26,0.919,42.862,8.556,3.315,7.027,288.859
9333,E12000008,2009-07-27,1.142,41.553,6.539,2.478,5.938,288.633
9334,E12000008,2009-07-28,1.307,46.461,11.465,3.077,5.554,289.060
9335,E12000008,2009-07-29,0.930,46.289,10.343,2.615,8.577,288.830
9336,E12000008,2009-07-30,1.025,38.597,7.131,2.486,4.701,288.270
9337,E12000008,2009-07-31,1.260,32.702,12.435,4.744,9.990,288.987
9338,E12000008,2009-08-01,1.060,38.185,13.082,4.113,8.836,289.975
9339,E12000008,2009-08-02,0.895,38.499,7.324,3.846,6.774,288.851
9340,E12000008,2009-08-03,1.178,40.872,10.581,4.213,7.103,289.570
9341,E12000008,2009-08-04,1.131,39.153,13.086,3.611,9.828,291.687
9342,E12000008,2009-08-05,1.060,36.813,15.609,5.258,12.112,293.012
9343,E12000008,2009-08-06,1.248,39.520,16.074,5.274,10.886,292.338
9344,E12000008,2009-08-07,1.190,41.591,12.765,5.591,10.019,291.109
9345,E12000008,2009-08-08,1.154,48.443,17.328,8.453,11.021,290.637
9346,E12000008,2009-08-09,0.777,53.380,18.878,9.077,11.574,291.591
9347,E12000008,2009-08-10,1.013,35.389,13.229,4.985,10.269,290.195
9348,E12000008,2009-08-11,1.048,36.317,9.696,4.870,8.688,292.408
9349,E12000008,2009-08-12,1.178,24.254,12.542,3.683,9.346,291.867
9350,E12000008,2009-08-13,1.166,30.840,12.213,4.689,11.268,290.867
9351,E12000008,2009-08-14,0.930,34.466,14.542,4.595,10.572,291.044
9352,E12000008,2009-08-15,0.836,35.209,13.154,3.409,6.125,291.991
9353,E12000008,2009-08-16,1.001,40.009,11.433,3.289,6.362,291.376
9354,E12000008,2009-08-17,0.919,35.977,13.897,3.903,10.825,290.933
9355,E12000008,2009-08-18,0.860,38.511,15.434,4.885,12.683,290.716
9356,E12000008,2009-08-19,1.084,52.076,21.653,5.974,13.763,292.614
9357,E12000008,2009-08-20,0.942,44.432,15.570,5.000,10.653,291.689
9358,E12000008,2009-08-21,0.907,41.321,9.407,3.350,5.230,288.885
9359,E12000008,2009-08-22,1.142,38.649,10.241,4.744,9.204,289.288
9360,E12000008,2009-08-23,1.131,51.822,16.113,6.065,12.895,292.465
9361,E12000008,2009-08-24,1.025,40.534,15.277,5.055,11.221,291.083
9362,E12000008,2009-08-25,0.895,42.055,10.335,3.402,6.503,288.887
9363,E12000008,2009-08-26,1.048,46.131,10.392,2.846,6.127,290.084
9364,E12000008,2009-08-27,0.883,45.082,8.332,3.080,6.194,290.447
9365,E12000008,2009-08-28,1.142,41.513,7.826,2.653,4.349,288.314
9366,E12000008,2009-08-29,0.989,37.551,9.830,2.741,6.881,287.896
9367,E12000008,2009-08-30,1.036,38.655,10.248,3.056,6.541,288.323
9368,E12000008,2009-08-31,1.107,48.544,14.899,4.116,7.522,292.740
9369,E12000008,2009-09-01,1.072,41.767,10.052,3.305,5.600,289.332
9370,E12000008,2009-09-02,1.001,42.648,6.975,2.891,4.549,287.762
9371,E12000008,2009-09-03,0.919,49.792,6.489,2.176,4.289,287.157
9372,E12000008,2009-09-04,1.166,45.192,6.279,2.679,5.871,286.968
9373,E12000008,2009-09-05,1.166,41.306,8.936,3.117,8.412,287.893
9374,E12000008,2009-09-06,0.930,48.770,11.795,3.624,8.801,288.223
9375,E12000008,2009-09-07,1.154,41.356,13.976,4.428,11.474,290.693
9376,E12000008,2009-09-08,1.060,38.960,16.316,4.292,11.561,292.489
9377,E12000008,2009-09-09,1.190,36.330,10.509,3.888,14.795,289.157
9378,E12000008,2009-09-10,1.178,42.293,11.526,4.393,12.795,288.329
9379,E12000008,2009-09-11,1.119,41.393,12.837,3.701,13.697,288.454
9380,E12000008,2009-09-12,0.883,42.183,14.635,4.646,12.856,288.919
9381,E12000008,2009-09-13,1.154,42.052,15.075,4.912,13.318,287.330
9382,E12000008,2009-09-14,1.201,50.473,9.876,4.087,8.810,288.274
9383,E12000008,2009-09-15,1.154,44.578,12.284,6.310,9.282,288.039
9384,E12000008,2009-09-16,0.942,56.756,12.164,5.131,7.505,288.182
9385,E12000008,2009-09-17,1.284,53.342,11.787,3.932,12.211,287.516
9386,E12000008,2009-09-18,1.343,36.933,23.409,11.188,20.176,288.643
9387,E12000008,2009-09-19,1.272,40.870,32.657,16.581,18.459,289.477
9388,E12000008,2009-09-20,1.119,41.643,22.937,12.483,15.344,288.124
9389,E12000008,2009-09-21,1.166,35.530,14.969,5.723,14.132,287.663
9390,E12000008,2009-09-22,1.013,42.680,10.760,3.027,10.471,289.092
9391,E12000008,2009-09-23,1.095,28.285,12.727,3.676,13.958,288.950
9392,E12000008,2009-09-24,1.072,28.332,14.351,4.896,20.948,287.268
9393,E12000008,2009-09-25,1.048,27.818,18.227,6.100,22.410,286.376
9394,E12000008,2009-09-26,1.084,27.241,19.383,7.685,21.095,287.119
9395,E12000008,2009-09-27,1.036,24.984,22.533,10.466,21.142,286.764
9396,E12000008,2009-09-28,1.107,21.504,15.342,4.799,19.234,287.693
9397,E12000008,2009-09-29,0.907,25.209,12.744,4.258,17.777,288.171
9398,E12000008,2009-09-30,1.248,17.245,13.731,5.306,19.254,288.184
9399,E12000008,2009-10-01,1.072,27.825,11.595,3.927,17.260,286.367
9400,E12000008,2009-10-02,1.001,29.317,14.372,4.481,16.798,285.719
9401,E12000008,2009-10-03,1.131,47.820,8.228,2.199,5.842,286.668
9402,E12000008,2009-10-04,1.237,36.709,8.313,2.899,10.007,285.357
9403,E12000008,2009-10-05,1.284,21.652,10.841,4.824,23.796,285.756
9404,E12000008,2009-10-06,1.272,30.589,10.128,3.932,11.578,289.300
9405,E12000008,2009-10-07,1.107,32.768,7.362,3.003,12.721,287.019
9406,E12000008,2009-10-08,1.095,30.726,13.406,5.967,23.346,283.731
9407,E12000008,2009-10-09,1.119,23.378,17.887,8.299,19.841,285.092
9408,E12000008,2009-10-10,1.036,34.862,13.208,4.453,12.325,286.941
9409,E12000008,2009-10-11,1.225,35.635,10.184,3.056,11.603,285.870
9410,E12000008,2009-10-12,1.084,33.051,11.331,4.597,22.526,284.045
9411,E12000008,2009-10-13,1.331,16.545,20.411,9.092,32.725,283.123
9412,E12000008,2009-10-14,1.154,20.398,22.104,11.133,27.295,284.885
9413,E12000008,2009-10-15,1.213,22.080,20.225,8.722,27.168,283.416
9414,E12000008,2009-10-16,1.166,27.293,13.794,5.660,22.158,284.254
9415,E12000008,2009-10-17,1.095,29.757,12.260,4.741,19.360,282.151
9416,E12000008,2009-10-18,1.331,26.750,16.270,6.820,22.922,281.154
9417,E12000008,2009-10-19,1.331,31.057,17.540,8.376,16.046,283.047
9418,E12000008,2009-10-20,1.272,29.154,17.732,8.216,12.654,284.375
9419,E12000008,2009-10-21,1.390,32.214,9.187,3.890,12.744,285.401
9420,E12000008,2009-10-22,1.201,32.262,12.336,6.491,11.184,285.121
9421,E12000008,2009-10-23,1.260,26.883,10.300,5.273,11.872,285.362
9422,E12000008,2009-10-24,1.225,35.986,7.570,2.878,8.518,287.628
9423,E12000008,2009-10-25,1.119,48.566,9.013,3.448,6.111,286.339
9424,E12000008,2009-10-26,1.131,33.785,11.358,4.040,14.556,285.755
9425,E12000008,2009-10-27,1.366,30.003,16.504,5.781,14.699,287.152
9426,E12000008,2009-10-28,1.119,19.620,18.169,7.510,16.215,287.255
9427,E12000008,2009-10-29,1.437,19.565,24.120,8.085,20.143,286.086
9428,E12000008,2009-10-30,1.272,15.383,36.330,14.325,20.973,285.509
9429,E12000008,2009-10-31,1.190,20.858,21.966,8.259,16.765,287.227
9430,E12000008,2009-11-01,1.095,42.869,8.132,2.576,7.447,285.719
9431,E12000008,2009-11-02,1.378,38.040,6.797,3.159,9.250,282.112
9432,E12000008,2009-11-03,1.284,41.474,6.781,2.930,7.965,283.866
9433,E12000008,2009-11-04,1.225,31.317,6.292,3.226,8.824,281.730
9434,E12000008,2009-11-05,1.284,33.613,6.176,3.510,9.633,282.174
9435,E12000008,2009-11-06,1.378,32.488,10.362,4.339,11.456,282.596
9436,E12000008,2009-11-07,1.119,32.185,8.721,4.103,8.714,280.633
9437,E12000008,2009-11-08,1.378,27.883,13.723,6.941,15.354,280.600
9438,E12000008,2009-11-09,1.366,11.683,18.886,9.502,26.690,279.547
9439,E12000008,2009-11-10,1.296,12.038,15.606,8.989,29.728,279.065
9440,E12000008,2009-11-11,1.190,22.252,12.728,6.885,22.559,281.348
9441,E12000008,2009-11-12,1.366,42.115,9.114,3.422,7.710,284.181
9442,E12000008,2009-11-13,1.178,45.116,9.561,2.767,8.488,285.357
9443,E12000008,2009-11-14,1.154,53.928,9.572,3.031,4.190,284.420
9444,E12000008,2009-11-15,1.201,41.082,8.335,3.663,7.199,283.341
9445,E12000008,2009-11-16,1.460,44.668,9.201,3.223,7.255,284.380
9446,E12000008,2009-11-17,1.260,44.162,8.457,2.911,6.606,283.581
9447,E12000008,2009-11-18,1.178,54.380,12.665,3.104,4.171,285.797
9448,E12000008,2009-11-19,1.190,52.535,14.194,4.918,6.539,286.054
9449,E12000008,2009-11-20,1.307,42.889,11.926,4.228,10.037,285.257
9450,E12000008,2009-11-21,1.154,38.466,13.360,4.787,10.385,286.026
9451,E12000008,2009-11-22,1.166,60.438,9.785,2.857,3.844,282.398
9452,E12000008,2009-11-23,1.237,57.153,9.450,3.021,5.618,283.683
9453,E12000008,2009-11-24,0.989,60.555,13.666,3.627,4.871,285.387
9454,E12000008,2009-11-25,1.095,54.585,8.754,2.779,5.588,282.537
9455,E12000008,2009-11-26,1.260,45.804,6.968,2.677,6.571,281.171
9456,E12000008,2009-11-27,1.248,33.254,6.401,2.956,8.434,280.223
9457,E12000008,2009-11-28,1.225,43.712,6.635,2.720,6.152,279.952
9458,E12000008,2009-11-29,1.166,44.290,7.197,2.871,5.294,280.788
9459,E12000008,2009-11-30,1.178,30.043,7.669,4.229,12.272,279.065
9460,E12000008,2009-12-01,1.142,16.149,14.410,6.231,19.575,276.830
9461,E12000008,2009-12-02,1.460,42.434,7.831,4.040,8.240,281.674
9462,E12000008,2009-12-03,1.354,39.191,8.247,3.953,11.116,278.211
9463,E12000008,2009-12-04,1.343,31.082,10.125,4.079,17.760,277.959
9464,E12000008,2009-12-05,1.166,51.337,9.562,3.063,6.242,282.746
9465,E12000008,2009-12-06,1.284,54.588,10.156,2.644,4.094,283.089
9466,E12000008,2009-12-07,1.319,50.736,10.562,2.640,6.261,281.469
9467,E12000008,2009-12-08,1.354,38.704,8.766,3.341,11.745,281.199
9468,E12000008,2009-12-09,1.272,31.285,11.894,6.123,14.406,283.530
9469,E12000008,2009-12-10,1.260,25.057,12.305,6.095,21.030,280.097
9470,E12000008,2009-12-11,1.225,11.828,17.851,6.949,32.746,277.772
9471,E12000008,2009-12-12,1.072,24.514,11.569,5.474,16.830,278.698
9472,E12000008,2009-12-13,1.354,30.095,9.493,4.444,14.611,277.434
9473,E12000008,2009-12-14,1.248,15.601,17.367,8.642,24.142,275.563
9474,E12000008,2009-12-15,1.331,12.434,26.902,14.740,29.541,274.623
9475,E12000008,2009-12-16,1.413,10.315,29.196,15.681,31.344,273.602
9476,E12000008,2009-12-17,1.354,29.950,9.864,4.290,16.404,274.836
9477,E12000008,2009-12-18,1.390,29.869,12.662,6.233,21.061,273.258
9478,E12000008,2009-12-19,1.578,23.423,16.719,7.013,30.896,271.769
9479,E12000008,2009-12-20,1.684,37.191,12.027,4.238,17.650,272.088
9480,E12000008,2009-12-21,1.496,28.020,11.965,5.106,18.891,274.190
9481,E12000008,2009-12-22,1.613,17.242,14.557,6.924,24.188,272.602
9482,E12000008,2009-12-23,1.719,26.570,10.309,5.931,12.964,273.997
9483,E12000008,2009-12-24,1.390,24.047,9.553,4.979,15.866,275.654
9484,E12000008,2009-12-25,1.555,20.995,12.183,6.973,21.362,275.680
9485,E12000008,2009-12-26,1.719,47.247,7.533,3.302,6.347,279.685
9486,E12000008,2009-12-27,1.378,46.170,6.232,3.075,6.963,278.173
9487,E12000008,2009-12-28,1.672,19.806,13.763,6.363,24.545,274.568
9488,E12000008,2009-12-29,1.719,15.941,9.894,5.077,19.210,277.024
9489,E12000008,2009-12-30,1.590,10.569,7.673,4.811,17.442,277.862
9490,E12000008,2009-12-31,1.767,38.705,13.354,6.985,14.057,275.559
9491,E12000009,2009-01-01,2.449,19.184,11.407,5.038,15.770,274.533
9492,E12000009,2009-01-02,2.736,17.522,15.954,7.532,22.507,275.814
9493,E12000009,2009-01-03,2.105,19.175,22.873,7.252,19.749,273.353
9494,E12000009,2009-01-04,2.392,15.005,27.510,11.056,13.299,273.700
9495,E12000009,2009-01-05,2.774,23.263,13.046,6.876,13.624,275.032
9496,E12000009,2009-01-06,2.334,27.064,14.506,5.345,17.706,271.543
